episode,global_step,reward,steps,success,collision,out_of_altitude,final_distance,epsilon,mean_loss
621,39037,-74.4202610108925,30,0,1,0,19.014088958555135,0.258297,2.2697344054778417
622,39137,156.65503294412085,100,1,0,0,1.7264411731857794,0.2563970000000001,2.506806384623051
623,39195,-66.19841888003137,58,0,1,0,14.203168304368322,0.25529500000000005,2.61368610530064
624,39306,-46.558075623753936,111,0,1,0,3.0579965907376945,0.253186,2.1318608129078203
625,39418,-46.47237767541842,112,0,1,0,2.9901467088206344,0.2510580000000001,2.372380925874625
626,39449,-78.31115171200695,31,0,1,0,20.934533840920103,0.25046900000000005,1.6453177332878113
627,39481,-76.63428567449776,32,0,1,0,20.07110078497218,0.249861,2.0585077852010727
628,39542,-59.51344792096117,61,0,1,0,10.785682413589475,0.2487020000000001,2.3955334581312586
629,39607,-62.06850318511115,65,0,1,0,11.963208954859812,0.2474670000000001,2.5915804819418833
630,39668,-68.05005042005828,61,0,1,0,15.053983525122431,0.24630800000000008,2.1885554949279693
631,39751,-51.91881876456167,83,0,1,0,6.438368309251171,0.24473100000000003,2.090382602200451
632,39833,-59.139311530065974,82,0,1,0,10.073613749949619,0.24317299999999997,2.11763317555916
633,39872,-71.16325745427466,39,0,1,0,17.16058618677233,0.24243199999999998,2.0774685686979537
634,39919,-74.91963305454941,47,0,1,0,18.838774842750112,0.24153900000000006,2.0883284160431397
635,39943,-80.14472075190162,24,0,1,0,22.02631780832708,0.24108300000000005,1.9863832835108042
636,39996,-72.6757110245419,53,0,1,0,17.566813576120374,0.24007600000000007,2.045251356543235
637,40044,-72.19068242613986,48,0,1,0,17.44929892701065,0.23916400000000004,1.9784605453411739
638,40113,-51.46487103969891,69,0,1,0,6.561392884521722,0.2378530000000001,2.0114296121873716
639,40263,48.16433835948927,150,0,0,0,4.721789204818386,0.23500300000000007,2.0584003998835882
640,40338,-48.388612884746465,75,0,1,0,4.873264922038484,0.23357799999999995,2.7665873620907466
641,40377,-69.39042266107694,39,0,1,0,16.27417005869263,0.23283699999999996,2.229400335214077
642,40413,-70.74842132866794,36,0,1,0,17.028169117442854,0.23215300000000005,2.022229781581296
643,40438,-81.89600519272486,25,0,1,0,22.87696082280173,0.23167800000000005,3.280582294464111
644,40457,-81.17093453323082,19,0,1,0,22.66442623135981,0.2313170000000001,2.371327221393585
645,40478,-84.30866087615031,21,0,1,0,24.18328836272799,0.23091800000000007,2.3707120773338137
646,40543,-42.578306196891965,65,0,1,0,2.2181119620145853,0.22968299999999997,1.8342602353829605
647,40584,-75.80434937990155,41,0,1,0,19.431133747830014,0.2289040000000001,1.6636546435879498
648,40604,-83.14652769547305,20,0,1,0,23.627222003524473,0.22852400000000006,2.1946408368647097
649,40680,-43.617715149746644,76,0,1,0,2.462816287059921,0.22708000000000006,1.9958637739090543
650,40716,-76.85621812257912,36,0,1,0,20.082067053164053,0.22639600000000004,2.579765974647469
651,40768,-60.336648688025576,52,0,1,0,11.422283208953486,0.22540800000000005,2.3865836669619265
652,40831,-62.838735410195184,63,0,1,0,12.398325560697495,0.22421100000000005,2.122709205462819
653,40855,-82.04935121125223,24,0,1,0,22.978634058735,0.22375500000000004,2.0222524323811135
654,40898,-66.99727460522877,43,0,1,0,14.977595201601922,0.22293799999999997,2.5947698687398155
655,40967,-53.690326040199345,69,0,1,0,7.674121107367488,0.22162700000000013,2.212539871533712
656,41034,-49.39592245552083,67,0,1,0,5.576919551070892,0.22035400000000005,2.193398406923707
657,41107,-44.83381577516479,73,0,1,0,3.145866624309373,0.21896700000000002,1.6332407803976372
658,41159,-60.63681655625584,52,0,1,0,11.572366316135053,0.21797900000000003,2.327275634958194
659,41212,-58.33792354677898,53,0,1,0,10.397919809134626,0.21697200000000005,2.138641600338918
660,41286,-44.94593557547668,74,0,1,0,3.176925712391171,0.21556600000000004,2.3707675150520093
661,41320,-75.0150157748908,34,0,1,0,19.211465950351112,0.21492,2.2568049790228115
662,41366,-73.68939433408012,46,0,1,0,18.248655369902053,0.21404599999999996,3.170768463741178
663,41418,-59.55854086389588,52,0,1,0,11.033228051887933,0.21305800000000008,2.1772811100460014
664,41446,-75.00334362986096,28,0,1,0,19.355629949115574,0.212526,1.408621181334768
665,41479,-68.20848252636948,33,0,1,0,15.833199439839051,0.21189900000000006,2.0709849776643696
666,41535,-51.61404616032441,56,0,1,0,6.960981283024209,0.210835,2.781703078321048
667,41574,-69.79729610447512,39,0,1,0,16.477606037154192,0.210094,2.3455600104270835
668,41626,-68.27993096236938,52,0,1,0,15.393923428907994,0.20910600000000001,2.453327726286191
669,41670,-63.06085533743091,44,0,1,0,12.984385584747097,0.20826999999999996,1.5798987549814312
670,41712,-73.50652331468092,42,0,1,0,18.25721997243375,0.2074720000000001,2.04866922611282
671,41761,-67.40275123207982,49,0,1,0,15.030335555090094,0.20654100000000009,2.0502451904574217
672,41843,-51.122754004776986,82,0,1,0,6.065335730153076,0.20498300000000003,2.1178805897148645
673,41909,-47.28371188346237,66,0,1,0,4.545813518891599,0.20372900000000005,2.219959072994463
674,41981,-44.42418400405066,72,0,1,0,2.966050064931026,0.202361,2.054541293738617
675,42066,157.01035830136792,85,1,0,0,1.9237797920177573,0.2007460000000001,1.866067762760555
676,42142,-45.513897291882955,76,0,1,0,3.410906663034716,0.19930199999999998,2.4703897310322835
677,42191,-56.77551116535361,49,0,1,0,9.716714369739657,0.19837100000000008,2.098696969905678
678,42239,-54.80305245664037,48,0,1,0,8.755484956084766,0.19745900000000005,1.8806123187144597
679,42330,-48.23433364936943,91,0,1,0,4.396124980851872,0.19573000000000007,2.300264284014702
680,42346,-80.89538951201165,16,0,1,0,22.601653187970406,0.195426,3.36971353366971
681,42420,-49.61193564244771,74,0,1,0,5.509925720211413,0.19401999999999997,2.2223895403581695
682,42482,-46.94615205845171,62,0,1,0,4.477033788848559,0.19284200000000007,1.9741825427739852
683,42531,-56.65524122431177,49,0,1,0,9.656578768323042,0.19191099999999994,2.5514417649531853
684,42596,-51.75412194828458,65,0,1,0,6.806020647895595,0.19067600000000007,1.485793612095026
685,42650,-58.236463402605395,54,0,1,0,10.322190011811061,0.1896500000000001,2.0996111730734506
686,42707,-45.759114166031864,57,0,1,0,4.008515238803891,0.18856700000000004,2.2033869770535253
687,42779,-49.15431060233909,72,0,1,0,5.331113456957512,0.187199,2.0524009524120226
688,42834,-55.02489606701722,55,0,1,0,8.691405793131318,0.18615400000000004,2.376365859942003
689,42889,-59.96991052088969,55,0,1,0,11.16391353411929,0.18510900000000008,2.723730883815072
690,42961,-47.43519450559059,72,0,1,0,4.4715549409705675,0.18374100000000004,1.9763754941523075
691,43024,-45.52327970336283,63,0,1,0,3.740598304790315,0.18254400000000004,2.5331537165339033
692,43072,-65.60778550459861,48,0,1,0,14.15785175290978,0.18163200000000002,2.6099073781321445
693,43174,-45.48519452890782,102,0,1,0,2.746556400771805,0.17969400000000002,2.357895488832511
694,43243,-51.06433634396816,69,0,1,0,6.361126559614428,0.17838300000000007,2.082280751371729
695,43298,-48.7947213517364,55,0,1,0,5.5763194036327866,0.1773380000000001,1.8428781111132015
696,43362,-50.473966909056145,64,0,1,0,6.190942590052307,0.176122,2.586865130579099
697,43407,-63.84773948300487,45,0,1,0,13.352827941134164,0.17526700000000006,2.096123238073455
698,43475,-54.63246741758359,68,0,1,0,8.170192161900678,0.173975,2.724285659106339
699,43502,-76.09696835664207,27,0,1,0,19.92744242531727,0.173462,2.8242921845780478
700,43560,-50.06077480117345,58,0,1,0,6.134345348310039,0.17236000000000007,2.1457063820341538
701,43634,157.8396696585574,74,1,0,0,1.784124711012493,0.17095400000000005,2.167458242057143
702,43677,-53.31983462556622,43,0,1,0,8.138875766276641,0.1701370000000001,3.1972136185612787
703,43747,158.23864092502288,70,1,0,0,1.6846380437434392,0.16880700000000004,2.5707419601934296
704,43806,-48.22298465719403,59,0,1,0,5.190450391502735,0.167686,2.536684446163097
705,43871,-47.11711755195567,65,0,1,0,4.487516535600552,0.16645100000000002,2.253984162899164
706,43893,-83.4857263992636,22,0,1,0,23.746820928973733,0.1660330000000001,2.7996974926103246
707,43950,-61.20450166959071,57,0,1,0,11.731208922063164,0.16495000000000004,2.867684107600597
708,44006,-49.8928737949059,56,0,1,0,6.100395354793234,0.16388599999999998,2.6717440813247646
709,44032,-74.8397774177566,26,0,1,0,19.323847023971588,0.1633920000000001,3.0112548791445217
710,44106,-51.45682355352674,74,0,1,0,6.43237037208406,0.16198600000000007,2.0075375026947744
711,44170,-43.95530495156652,64,0,1,0,2.9316105115283855,0.16077000000000008,1.926256625680253
712,44320,44.436136419947225,150,0,0,0,6.5858897843461035,0.15792000000000006,2.110770738621553
713,44382,-49.39304827459644,62,0,1,0,5.700482956222327,0.15674200000000005,2.3759912290880756
714,44463,-46.44639314031333,81,0,1,0,3.7521547637092514,0.15520299999999998,1.9774338472404598
715,44547,157.14461544597967,84,1,0,0,1.8816516412663318,0.15360700000000005,2.6236768192833377
716,44620,-51.98048737846079,73,0,1,0,6.719202192786245,0.15222000000000002,2.7484783536359054
717,44695,-42.92540861879172,75,0,1,0,2.141662396663678,0.150795,2.628938462336858
718,44755,-46.484747757437894,60,0,1,0,4.296333015036836,0.14965499999999998,2.556550974647204
719,44855,-45.656584273234934,100,0,1,0,2.8822498962401895,0.14775500000000008,2.660648766607046
720,44919,-43.41210981236748,64,0,1,0,2.660013080560712,0.14653900000000009,1.9477771208621562
721,44984,-44.42327822153391,65,0,1,0,3.140597174616399,0.145304,1.9910372358102064
722,45000,18.16872212146837,16,0,0,0,23.069597705829104,0.14500000000000002,0.9908927697688341
